USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA_ARS,GOES_CLASS,PEAK_TIME
7.622152e+21,93.769,-0.00930243,11151.38,44.271,514.221,54.209,-0.02243878,53.309,94.361,0.4681617,10743150000000.0,3327633000000.0,1.947898e+23,42.942,656.322449,2.545,122.355,115,11099,C4.4,2010.08.09_22:05_TAI
1.215612e+22,107.084,-0.00808982,5467.057,23.273,799.272,51.82,-0.02103853,39.699,107.989,-0.03410422,16211440000000.0,5139990000000.0,1.343046e+23,33.056,468.131104,3.798,149.645,115,1099,C4.5,2010.08.13_17:48_TAI
3.39406e+22,98.38,0.00024679,10594.93,39.814,2658.418,54.719,0.00055013,47.865,102.981,0.0056896,54033950000000.0,7131546000000.0,7.225075e+23,41.503,1619.487671,4.517,12.672,393,11164,M3.7,2011.03.03_08:12_TAI
2.113468e+22,109.607,0.00611754,6524.415,35.852,1768.781,60.539,0.01776147,48.544,111.867,0.31829226,37807880000000.0,6282857000000.0,3.162101e+23,40.002,1375.638916,4.094,223.253,637,11226,M2.5,2011.06.02_18:41_TAI
2.251023e+22,106.027,-0.00526191,7966.151,32.45,2055.539,60.437,-0.01459172,45.746,112.683,0.07430889,40628320000000.0,9390993000000.0,3.822551e+23,39.272,968.741821,4.711,190.108,750,11261,M6.0,2011.07.30_01:48_TAI
1.959344e+22,106.72,-0.00823438,8785.865,38.765,2002.46,64.353,-0.02277866,50.114,111.347,0.24443837,40782720000000.0,10326390000000.0,3.841579e+23,42.6,1025.917358,4.689,271.084,750,11261,M9.3,2011.07.30_15:57_TAI
2.474594e+22,86.552,0.0201985,17383.33,59.273,2039.162,60.169,0.03706288,58.816,93.844,0.05325784,40537300000000.0,31642500000000.0,8.784856e+23,51.565,1085.361694,4.701,768.613,753,11263,X6.9,2011.08.04_20:05_TAI
2.648882e+22,93.722,-0.00128455,5653.16,23.118,1697.044,47.273,-0.00349258,39.781,96.567,-0.13194232,36274570000000.0,2882448000000.0,3.061169e+23,34.22,1007.925781,4.265,52.374,833,11283,X2.1,2011.09.02_10:20_TAI
2.344222e+22,105.374,-0.00379129,6862.109,30.873,1777.913,59.075,-0.01004469,45.14,107.667,0.277347,38054640000000.0,5465933000000.0,3.353835e+23,37.687,1190.173828,4.113,139.527,833,11283,X1.8,2011.09.03_10:38_TAI
6.957536e+22,106.687,-0.01063239,5954.412,24.294,4896.088,51.848,-0.02886514,40.273,110.129,0.11320406,102072800000000.0,43145920000000.0,8.631514e+23,33.685,3119.236328,4.729,1160.525,1321,11402,X1.8,2012.01.23_06:37_TAI
4.044991e+22,74.974,-0.01999437,12666.0,38.581,2818.052,49.765,-0.03303562,47.822,89.117,0.05345698,47195700000000.0,42489000000000.0,8.500164e+23,42.319,1276.313721,4.658,1010.376,1449,11429,M6.3,2012.03.04_15:53_TAI
5.490683e+22,87.869,-0.02941306,17270.46,46.197,5196.232,59.119,-0.04644121,51.314,104.912,0.04350755,80776070000000.0,73449280000000.0,1.609094e+24,45.885,1820.690308,5.128,2063.444,1449,11430,C8.0,2012.03.06_03:52_TAI
5.531936e+22,88.335,-0.02803868,16826.19,46.169,5212.021,59.493,-0.04485461,51.403,105.969,0.05868078,83671810000000.0,72161330000000.0,1.5896e+24,46.04,1869.428711,5.194,1994.532,1449,11429,M8.4,2012.03.06_05:44_TAI
5.026903e+22,97.518,-0.02615002,14023.79,48.236,4547.922,62.788,-0.05245128,52.512,105.138,-0.0203742,83573460000000.0,86869340000000.0,1.36806e+24,45.623,2348.773193,5.01,1920.771,1449,11429,M7.9,2012.03.09_05:41_TAI
4.080304e+22,102.44,-0.01751092,15176.54,49.462,3938.822,68.799,-0.03716146,54.266,108.012,-0.00943287,74407790000000.0,44184700000000.0,1.256329e+24,46.555,2365.323975,4.948,1091.49,1638,11476,M5.1,2012.05.12_13:47_TAI
