USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA_ARS,GOES_CLASS,PEAK_TIME
1.000307e+22,107.152,-0.00915329,6157.813,25.786,665.815,53.62,-0.02352813,41.917,107.056,0.19699429,13535240000000.0,4039605000000.0,1.26953e+23,34.243,453.487305,3.701,142.086,115,11099,C4.4,2010.08.13_10:05_TAI
2.246101e+22,107.736,0.02172406,15533.1,54.882,2975.118,77.983,0.04141339,59.541,117.582,0.10488009,50329220000000.0,12261480000000.0,7.077275e+23,50.329,945.314636,4.805,745.287,377,11158,X2.2,2011.02.14_01:56_TAI
2.235615e+22,93.863,-0.00194259,10914.06,44.178,1636.71,56.639,-0.0039419,50.68,99.163,0.13036661,33448540000000.0,3884153000000.0,4.733711e+23,43.479,961.502686,4.303,63.441,401,11166,M2.0,2011.03.06_14:30_TAI
6.039302e+22,91.233,0.00753529,9912.353,29.044,4229.148,49.56,0.01502758,41.15,100.01,-0.13113055,76312050000000.0,34306470000000.0,1.074422e+24,35.873,1934.446167,4.865,615.008,393,11164,M3.7,2011.03.06_20:12_TAI
2.38494e+22,109.706,0.00961968,3703.91,13.5,1505.331,47.602,0.03090698,34.321,110.939,0.00458129,31363240000000.0,19693860000000.0,1.879337e+23,28.525,970.551636,3.971,367.53,637,11226,M2.5,2011.06.06_06:41_TAI
1.989983e+22,109.891,0.03284878,12062.61,44.09,2547.054,73.681,0.07986514,53.27,115.866,0.32201284,43012470000000.0,44606710000000.0,5.269515e+23,43.929,1259.099854,4.777,1080.528,750,11261,M6.0,2011.08.02_13:48_TAI
2.240558e+22,109.474,0.03428198,12019.99,43.44,2862.191,70.452,0.07922547,51.866,118.352,-0.03461739,46755270000000.0,46375610000000.0,5.611343e+23,43.442,1285.486938,4.73,1205.011,750,11261,M9.3,2011.08.03_03:57_TAI
3.797758e+22,75.969,0.01469877,9830.787,33.547,2283.018,43.314,0.03154641,44.628,81.235,0.06449949,42120850000000.0,35459330000000.0,7.227387e+23,39.151,1098.364502,4.52,813.651,753,11263,X6.9,2011.08.08_08:05_TAI
1.758787e+22,107.727,0.00611197,8419.067,42.655,1710.04,69.47,0.01811628,54.615,109.615,0.4368917,35970610000000.0,10062610000000.0,3.594993e+23,43.994,1386.162476,4.415,196.5,833,11283,X2.1,2011.09.05_22:20_TAI
1.574615e+22,113.941,0.01458327,10300.17,37.082,1630.318,69.928,0.0357644,49.86,118.314,0.24709737,29136470000000.0,18908720000000.0,3.384889e+23,39.761,1212.428345,4.336,360.819,833,11283,X1.8,2011.09.06_22:38_TAI
