USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA_ARS,GOES_CLASS,PEAK_TIME
7.290245e+21,135.934,-0.00238901,2392.078,6.633,520.626,60.864,-0.00880407,32.52,132.292,0.5831576,11548670000000.0,3651151000000.0,3.798165e+22,24.7,674.789612,2.65,28.563,211,11112,M2.9,2010.10.14_07:12_TAI
2.308128e+22,90.563,0.00085185,7912.866,21.723,1271.437,42.232,0.00182218,37.854,94.25,-0.27775472,23803250000000.0,4477216000000.0,3.32241e+23,31.622,725.273254,4.352,26.931,345,11149,M1.3,2011.01.25_13:03_TAI
2.383444e+21,134.023,-0.00149428,2121.654,3.153,142.225,54.834,-0.00453919,29.066,131.762,0.06288008,2931462000000.0,113252600000.0,9.920942e+21,22.313,102.714912,0.0,5.261,362,11153,M1.9,2011.02.06_13:31_TAI
1.793225e+21,142.366,0.00239682,4087.775,18.107,177.437,79.906,0.00558496,40.18,141.612,0.03635763,3304450000000.0,189606400000.0,1.376187e+22,31.572,67.042465,3.383,6.076,377,11158,M6.6,2011.02.11_05:38_TAI
4.982874e+21,128.391,0.0087767,5774.205,28.019,452.509,78.55,0.0203277,48.909,127.901,0.16540292,8769106000000.0,2999065000000.0,5.887028e+22,37.006,232.891632,3.327,67.379,377,11158,M2.2,2011.02.12_05:26_TAI
1.712576e+22,109.652,0.02681598,12818.62,52.756,2530.009,83.214,0.06164536,59.76,118.626,0.18228385,44463960000000.0,22424160000000.0,4.976195e+23,49.716,765.103638,4.77,783.831,377,11158,M1.0,2011.02.13_13:39_TAI
2.795518e+22,100.423,0.02483189,15248.96,54.133,3290.395,71.767,0.04632384,56.553,112.421,0.27721131,56921270000000.0,31784190000000.0,8.344344e+23,49.048,1102.352051,4.861,1023.173,377,11158,M6.6,2011.02.15_22:11_TAI
1.52801e+22,119.107,-0.00429526,4121.341,18.424,1230.692,58.438,-0.01114028,38.154,123.543,-0.20493865,24368540000000.0,3338927000000.0,1.256346e+23,31.125,532.070251,4.366,98.593,394,11165,M1.3,2011.03.05_14:29_TAI
2.09238e+22,108.773,0.00203342,3994.011,18.468,1492.025,54.752,0.00533847,37.374,114.094,0.03842684,30077920000000.0,4422566000000.0,1.672474e+23,30.163,622.983398,4.335,64.116,394,11165,M5.3,2011.03.05_22:44_TAI
2.337893e+22,94.424,-0.00126047,10933.19,50.741,1988.818,63.04,-0.00290578,56.272,98.213,0.44099006,43685950000000.0,8942333000000.0,5.683032e+23,47.831,1033.109253,4.572,49.333,401,11166,X1.5,2011.03.07_11:23_TAI
2.262215e+22,65.06,0.00226298,9684.733,32.553,1318.35,41.813,0.0041511,43.614,74.574,0.05827574,21529790000000.0,917105900000.0,3.730939e+23,38.062,769.682068,4.351,65.645,750,11261,M9.3,2011.07.27_14:09_TAI
2.285513e+22,103.865,-0.00509991,6722.143,32.635,1691.516,58.726,-0.01466026,46.19,104.343,0.25301892,37105720000000.0,7377968000000.0,3.368272e+23,38.842,1202.925659,3.995,192.409,833,11283,M5.3,2011.09.03_13:50_TAI
1.644105e+22,110.201,0.00819906,9488.336,41.923,1672.027,71.472,0.02234239,53.69,112.764,0.23113194,33595790000000.0,8166890000000.0,3.602984e+23,43.304,1338.153198,4.506,234.428,833,11283,M6.7,2011.09.06_03:46_TAI
6.038978e+22,80.885,-0.01049766,10932.86,35.716,4521.013,50.805,-0.02119197,45.775,90.948,-0.0969928,80498280000000.0,31313630000000.0,1.218549e+24,39.256,2035.551392,4.899,881.016,1638,11476,M5.7,2012.05.07_16:18_TAI
3.509277e+22,96.898,0.00160293,10174.85,36.046,2519.95,57.615,0.00310826,46.771,103.262,-0.15680741,49390660000000.0,4171866000000.0,6.614172e+23,40.326,1290.38855,4.698,78.456,1807,11515,M5.6,2012.06.29_22:52_TAI
3.272439e+22,99.668,-0.00932184,12344.25,48.418,2962.334,66.548,-0.01993952,54.312,107.828,-0.08582021,61153190000000.0,21211390000000.0,8.525221e+23,46.493,1535.308228,4.834,484.745,1807,11515,M5.3,2012.07.01_21:55_TAI
3.505715e+22,98.145,-0.00818421,11580.61,51.523,3391.327,67.428,-0.01917389,57.23,103.626,-0.10397503,72674380000000.0,22736520000000.0,9.243581e+23,48.503,1670.006836,4.867,491.896,1807,11515,M6.1,2012.07.02_23:44_TAI
2.659809e+22,95.644,0.00374088,4569.305,14.225,1687.394,46.291,0.00951393,33.988,97.795,-0.11240077,31568460000000.0,5895542000000.0,2.32365e+23,28.121,785.190063,4.148,143.246,3291,11875,M1.0,2013.10.19_12:22_TAI
2.415251e+22,109.651,0.00513307,4714.813,16.226,1723.587,51.64,0.01305485,35.698,112.684,0.01123263,34433080000000.0,9175996000000.0,2.187574e+23,30.148,880.532959,4.356,179.329,3291,11875,M1.0,2013.10.20_03:20_TAI
4.182623e+22,94.521,0.00623652,10418.22,36.045,3265.812,53.23,0.01450546,46.674,100.537,0.13597453,65714730000000.0,12173110000000.0,8.997459e+23,39.952,1632.165649,4.913,405.549,3321,11884,M6.3,2013.10.30_07:53_TAI
1.749343e+22,118.605,0.00085554,4789.657,15.863,1284.768,55.11,0.00215774,35.926,121.203,0.07977192,25429300000000.0,5314983000000.0,1.600778e+23,29.489,757.027771,4.145,21.531,3535,11936,M3.1,2013.12.26_19:56_TAI
1.502976e+22,123.659,-0.0078339,6523.428,31.602,1677.783,76.84,-0.02280963,49.83,125.9,0.4384135,33228260000000.0,11709000000000.0,2.228746e+23,38.266,1170.222656,4.461,201.535,3535,11936,M6.4,2013.12.29_09:58_TAI
1.901636e+22,116.446,-0.00303122,7072.753,37.057,1933.081,70.709,-0.00851039,51.087,120.021,0.35575405,40182670000000.0,7465020000000.0,3.102484e+23,41.008,1283.279175,4.341,100.121,3535,11936,M9.9,2013.12.30_06:52_TAI
2.246434e+21,123.017,0.01119345,4470.385,19.846,197.566,66.269,0.02503559,41.066,127.357,-0.01881582,3850594000000.0,1553270000000.0,1.923545e+22,33.193,72.932549,2.744,36.267,3580,11946,M1.0,2014.01.04_15:53_TAI
1.059407e+23,91.833,0.01228955,14106.87,40.249,8130.51,54.201,0.02154014,48.157,98.664,0.16809207,154594400000000.0,67280640000000.0,2.745022e+24,42.67,3981.481445,5.155,1800.616,3563,11944,M7.2,2014.01.04_22:13_TAI
8.156784e+22,89.634,0.01050766,13509.43,35.184,5237.091,48.864,0.01885758,44.759,95.597,-0.10975221,100090900000000.0,41639710000000.0,1.997815e+24,38.118,3413.181641,4.959,1170.038,3563,11944,M1.3,2014.01.11_09:51_TAI
3.404278e+22,95.354,-0.00015254,3429.103,15.238,1929.523,40.829,-0.00050769,34.048,95.919,-0.07899989,43746360000000.0,2584723000000.0,2.572235e+23,28.863,1119.589233,4.107,8.616,3688,11968,M2.6,2014.01.30_18:34_TAI
7.883734e+22,97.282,-0.00513276,14404.69,32.655,7879.829,54.068,-0.00913751,43.624,104.794,0.00528615,120153100000000.0,9835963000000.0,2.027193e+24,37.94,2717.013428,5.256,543.898,3686,11967,M2.2,2014.01.30_20:20_TAI
