USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA_ARS,GOES_CLASS,PEAK_TIME
1.279173e+22,111.818,0.00257452,2175.073,5.732,658.017,43.303,0.00980749,29.777,110.817,0.27458683,15437810000000.0,4773842000000.0,6.178701e+22,24.331,590.076843,3.307,55.069,211,11112,M2.9,2010.10.12_07:12_TAI
2.091114e+22,99.816,-0.00220165,8948.772,35.165,1422.371,55.251,-0.00515687,46.864,101.531,0.09512874,30298390000000.0,2028211000000.0,3.871688e+23,38.781,989.668579,4.46,71.725,345,11149,M1.3,2011.01.23_13:03_TAI
1.059427e+21,169.864,-0.00997761,2334.205,5.89,98.888,83.277,-0.03069481,36.137,164.553,1.24125469,1911370000000.0,1034299000000.0,5.052881e+21,23.417,93.945335,2.654,16.264,362,11153,M1.9,2011.02.04_13:31_TAI
2.985015e+21,138.327,-0.01755392,6080.803,31.083,390.024,86.599,-0.04397403,49.046,141.003,0.64484066,7431398000000.0,4808785000000.0,3.839936e+22,38.792,136.690659,3.606,83.469,377,11158,M1.0,2011.02.11_13:39_TAI
2.079336e+22,102.844,0.02303235,15096.95,57.01,2774.492,76.881,0.04796537,60.035,112.573,0.12346346,47236080000000.0,12783260000000.0,6.721367e+23,51.024,904.781982,4.812,772.09,377,11158,M6.6,2011.02.13_22:11_TAI
2.66157e+21,144.193,-0.00915241,2460.63,16.021,235.157,72.282,-0.03504477,40.237,141.367,0.76030087,5429276000000.0,1866592000000.0,1.552217e+22,29.744,249.024231,3.225,43.474,394,11165,M1.3,2011.03.03_14:29_TAI
2.978558e+21,158.349,-0.00758212,2165.207,7.083,263.698,65.95,-0.02411634,31.389,157.877,1.28274274,5292184000000.0,2995353000000.0,1.299146e+22,23.827,241.711716,2.407,34.248,394,11165,M5.3,2011.03.03_22:44_TAI
2.776508e+22,81.9,-0.0014072,11067.51,41.093,1838.343,50.79,-0.00273831,48.309,88.288,0.11057772,35232230000000.0,5187283000000.0,5.688474e+23,41.505,1038.707886,4.487,54.456,401,11166,X1.5,2011.03.05_11:23_TAI
2.604484e+22,78.441,-1.987e-05,4050.313,15.465,1247.732,36.848,-5.863e-05,34.322,81.54,-0.07138874,25763180000000.0,1547985000000.0,2.176987e+23,28.827,660.499207,3.908,0.804,833,11283,M5.3,2011.09.01_13:50_TAI
2.273757e+22,106.038,-0.00215593,5622.649,34.83,1794.969,58.483,-0.00717567,48.087,106.297,0.31998891,42240400000000.0,7235477000000.0,3.154041e+23,40.389,1257.725708,4.106,91.064,833,11283,M6.7,2011.09.04_03:46_TAI
